intra_inertia,inter_inertia,silhouette,davies_bouldin,calinski_harabasz,runtime_s,n_iter,nmi,ari,purity,algorithm,mode,dataset,k,n,seed
6.998114004826761,34.140058018151,0.5043188549150883,0.7609749366269766,358.56721719643036,0.003504699998302385,6,0.7419116631817838,0.7163421126838475,0.8866666666666667,KMeans,centralized,iris,3,150,0
7.138647703985376,33.99952431899237,0.48247222154221114,0.7874978912757875,350.06140393380286,0.003033799999684561,6,0.7144576477818989,0.7008666982225341,0.88,KMeans,centralized,iris,3,150,1
10.90827498962253,30.22989703335523,0.49766753566126076,0.8617242472820773,203.68916570817913,0.002635799999552546,7,0.5873776041729262,0.4289511167236898,0.6666666666666666,KMeans,centralized,iris,3,150,2
10.90827498962253,30.22989703335523,0.49766753566126076,0.8617242472820773,203.68916570817913,0.0014956999984860886,7,0.5873776041729262,0.4289511167236898,0.6666666666666666,KMeans,centralized,iris,3,150,3
6.998114004826761,34.140058018151,0.5043188549150883,0.7609749366269766,358.56721719643036,0.0031570999999530613,13,0.7419116631817838,0.7163421126838475,0.8866666666666667,KMeans,centralized,iris,3,150,4
6.998114004826761,34.140058018151,0.5043188549150883,0.7609749366269766,358.56721719643036,0.0012604000003193505,4,0.7419116631817838,0.7163421126838475,0.8866666666666667,KMeans,centralized,iris,3,150,5
6.998114004826761,34.140058018151,0.5043188549150883,0.7609749366269766,358.56721719643036,0.0017024000007950235,9,0.7419116631817838,0.7163421126838475,0.8866666666666667,KMeans,centralized,iris,3,150,6
6.998114004826761,34.140058018151,0.5043188549150883,0.7609749366269766,358.56721719643036,0.0020148000003246125,8,0.7419116631817838,0.7163421126838475,0.8866666666666667,KMeans,centralized,iris,3,150,7
10.90827498962253,30.22989703335523,0.49766753566126076,0.8617242472820773,203.68916570817913,0.0027449999979580753,10,0.5873776041729262,0.4289511167236898,0.6666666666666666,KMeans,centralized,iris,3,150,8
6.998114004826761,34.140058018151,0.5043188549150883,0.7609749366269766,358.56721719643036,0.005089800000860123,7,0.7419116631817838,0.7163421126838475,0.8866666666666667,KMeans,centralized,iris,3,150,9
10.90827498962253,30.22989703335523,0.49766753566126076,0.8617242472820773,203.68916570817913,0.007914499998150859,13,0.5873776041729262,0.4289511167236898,0.6666666666666666,KMeans++,centralized,iris,3,150,0
6.998114004826761,34.140058018151,0.5043188549150883,0.7609749366269766,358.56721719643036,0.006779600000299979,5,0.7419116631817838,0.7163421126838475,0.8866666666666667,KMeans++,centralized,iris,3,150,1
6.998114004826761,34.140058018151,0.5043188549150883,0.7609749366269766,358.56721719643036,0.006080799998017028,6,0.7419116631817838,0.7163421126838475,0.8866666666666667,KMeans++,centralized,iris,3,150,2
6.998114004826761,34.140058018151,0.5043188549150883,0.7609749366269766,358.56721719643036,0.006948999998712679,6,0.7419116631817838,0.7163421126838475,0.8866666666666667,KMeans++,centralized,iris,3,150,3
