intra_inertia,inter_inertia,nmi,silhouette,runtime_s,n_iter,algorithm,dataset,k,n,seed
6.998114004826761,34.140058018151,0.7419116631817838,0.5043188549150884,0.0065002000010281336,6,KMeans,iris,3,150,0
7.138647703985376,33.99952431899237,0.7144576477818989,0.48247222154221125,0.0027895999992324505,6,KMeans,iris,3,150,1
10.90827498962253,30.22989703335523,0.5873776041729262,0.4976675356612608,0.006400400001439266,7,KMeans,iris,3,150,2
10.90827498962253,30.22989703335523,0.5873776041729262,0.4976675356612608,0.0014823999990767334,7,KMeans,iris,3,150,3
6.998114004826761,34.140058018151,0.7419116631817838,0.5043188549150884,0.010305100000550738,13,KMeans,iris,3,150,4
6.998114004826761,34.140058018151,0.7419116631817838,0.5043188549150884,0.0015870999995968305,4,KMeans,iris,3,150,5
6.998114004826761,34.140058018151,0.7419116631817838,0.5043188549150884,0.0031262000011338387,9,KMeans,iris,3,150,6
6.998114004826761,34.140058018151,0.7419116631817838,0.5043188549150884,0.0017450999985157978,8,KMeans,iris,3,150,7
10.90827498962253,30.22989703335523,0.5873776041729262,0.4976675356612608,0.0024961999988590833,10,KMeans,iris,3,150,8
6.998114004826761,34.140058018151,0.7419116631817838,0.5043188549150884,0.0018072999992000405,7,KMeans,iris,3,150,9
10.90827498962253,30.22989703335523,0.5873776041729262,0.4976675356612608,0.006306199997197837,13,KMeans++,iris,3,150,0
6.998114004826761,34.140058018151,0.7419116631817838,0.5043188549150884,0.004196000001684297,5,KMeans++,iris,3,150,1
6.998114004826761,34.140058018151,0.7419116631817838,0.5043188549150884,0.004961599999660393,6,KMeans++,iris,3,150,2
6.998114004826761,34.140058018151,0.7419116631817838,0.5043188549150884,0.009990999998990446,6,KMeans++,iris,3,150,3
6.998114004826761,34.140058018151,0.7419116631817838,0.5043188549150884,0.004701400001067668,5,KMeans++,iris,3,150,4
6.998114004826761,34.140058018151,0.7419116631817838,0.5043188549150884,0.004440799999429146,3,KMeans++,iris,3,150,5
7.138647703985376,33.99952431899237,0.7144576477818989,0.48247222154221125,0.003971300000557676,10,KMeans++,iris,3,150,6
6.998114004826761,34.140058018151,0.7419116631817838,0.5043188549150884,0.003954999996494735,6,KMeans++,iris,3,150,7
6.998114004826761,34.140058018151,0.7419116631817838,0.5043188549150884,0.0033622000009927433,9,KMeans++,iris,3,150,8
6.998114004826761,34.140058018151,0.7419116631817838,0.5043188549150884,0.0023991000016394537,3,KMeans++,iris,3,150,9
7.52870166441458,33.207888626810686,0.77766315794623,0.5061626262368144,0.01061679999838816,3,PAM,iris,3,150,0
